user,post_date,post_time,post_text,favorite_count,crawl_timestamp
pelhambluefund,2019-05-07,03:02:39,New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in abo... https://t.co/H7pYHHicjI,6,2019-05-12 15:00:15
pelhambluefund,2019-05-07,02:56:14,Managed to get out with manageable losses while the going was good. Now EKOVEST is down again.No.1 rule : don't p... https://t.co/Z8E2xynusC,6,2019-05-12 15:00:15
pelhambluefund,2019-05-04,07:59:00,On the other hand, what really gets us off is this : a major price breakout with ZERO news. Hence we liked what hap... https://t.co/VVuAK2VUpB,4,2019-05-12 15:00:15
EmfiSecurities,2019-05-03,22:00:08,Asian Stock Exchange Completely Weakens, This Is the Cause - CNBC Indonesiahttps://t.co/TpvvF2ARMr,0,2019-05-12 15:00:15
KLSE_Bursa,2019-05-03,17:36:18,INSTRUMEN PELABURAN DI BURSA MALAYSIA1)Saham2)Waran    a. Syarikat    b. Berstruktur          I. Call Warrant... https://t.co/jadVG9moru,0,2019-05-12 15:00:15
pelhambluefund,2019-05-03,07:15:44,RT @pelhambluefund: Seeing these point-of-sale machines in the wild triggers sweet memories... Read about our massively successful trade in...,0,2019-05-12 15:00:15
EmfiSecurities,2019-05-03,06:30:06,Asian Stock Exchange Completely Weakens, This Is Why Market - CNBC Indonesiahttps://t.co/TpvvF2ARMr,0,2019-05-12 15:00:15
juani_affendi,2019-05-13,14:53:50,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
abgnazzz,2019-05-13,14:23:33,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
mamasan2712,2019-05-13,13:56:42,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
iskndrhadi,2019-05-13,13:44:33,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
elhafizzo,2019-05-13,13:42:57,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
KLSE_Bursa,2019-05-13,13:32:42,George Soros https://t.co/paIvZ7mACP,0,2019-05-13 23:03:12
adamezique,2019-05-13,13:32:18,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
Sayyidi19,2019-05-13,13:24:37,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
liekepayan,2019-05-13,12:59:09,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
sulhikhalid,2019-05-13,12:58:45,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
Jack26269915,2019-05-13,12:44:51,@RajaPetra Give PH "more time":4 more years -&gt; Crash KLSE,0,2019-05-13 23:03:12
Dane_Lombardo,2019-05-13,12:28:25,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
Kop2one,2019-05-13,12:10:03,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-13 23:03:12
leong_qiao,2019-05-13,15:02:52,RT @ChartsJisoo: *HAMILTON-She Trended in Toronto, Canada and Philippines with 129k Tweets Peak at #6 in Toronto*NEWARK-She trended in P...,0,2019-05-13 23:03:12
KunalRaja15,2019-05-13,15:02:47,RT @RaudahMac: huhuu my bos @urstrulyMahesh at malaysiaTV #BharatAneNenu seems 3days ago i watch #Maharshi movie and now i see you again...,0,2019-05-13 23:03:12
fikri_abdhan,2019-05-13,15:02:37,RT @NgaKorMing: Congratulations to our Prime Minister @chedetofficial who have been selected by Fortune magazine as the World 50 Greatest l...,0,2019-05-13 23:03:13
yunkiyawns,2019-05-13,15:02:23,RT @7crackheadsssss: SEEING LUCKY ARMYS IN CHICAGO&amp;ALL THE SPEAK URSELF TOUR FOR THIS FEW WEEKS, I JUST REALIZED THAT I WANT BTS TO HAVE A...,0,2019-05-13 23:03:13
RazoKnight,2019-05-13,15:02:22,Japan Wants 50,000 Skilled Workers From Malaysia Under This New Visa Program https://t.co/xvMlOxlO9n,0,2019-05-13 23:03:13
ohbabyitsnct,2019-05-13,15:02:15,RT @NCTsmtown: [N'-92] We're back in Malaysia!https://t.co/dVfILNe9OQ#NCT #NCTDREAM#MALAYSIA#Ch_NCT #caeneolNCT,0,2019-05-13 23:03:13
ainnasron,2019-05-13,15:02:13,RT @Twentytwo13news: @FAM_Malaysia president Datuk Hamidin Amin met Prime Minister @chedetofficial earlier today, shared FAM's plans in lin...,0,2019-05-13 23:03:13
mattholmes132,2019-05-13,15:02:55,Another successful morning!and enjoy seeing youThe stock market is rough but I'm in my 30's so I'm riding it out,0,2019-05-13 23:03:13
TXRERockstar,2019-05-13,15:02:53,RT @EdKrassen: @realDonaldTrump Have you seen the Stock market today?  The Dow just dropped 500 points and has reversed from a Triple Top p...,0,2019-05-13 23:03:13
johnjosephcomic,2019-05-13,15:02:53,7-Trump Steaks out of business8-Trump UniversityShutdown 2010 lawsuits and impropriety 9-Trump Shuttle shut its... https://t.co/5bwq6i1cAK,0,2019-05-13 23:03:13
LiberopoolFC,2019-05-13,15:02:52,RT @SxrgeBossquets: I reiterate - IF Liverpool are open to having a specialist LB to cover Robertson next season - Theo Hernandez is the ma...,0,2019-05-13 23:03:13
G_Kumar41,2019-05-13,15:02:51,@ForamParekh7 @kothariabhishek @varinder_bansal Even we had so much forecasting knowledge of which stock will becom... https://t.co/rPnq2z7zXo,0,2019-05-13 23:03:13
sheldon_harber,2019-05-13,15:02:51,RT @themotleyfool: The stock market's down around 5% from its recent highs.That happens twice a year, on average.,0,2019-05-13 23:03:13
TheMarketsDaily,2019-05-13,15:02:51,Insider Selling: Denny's Corp $DENN EVP Sells $96,900.00 in Stock https://t.co/Aretrb7wca,0,2019-05-13 23:03:13
MsSofiaReed,2019-05-13,15:02:50,Hot new product on Product Hunt: Stock Alert -- Smart alarms for your portfolio of stocks https://t.co/5IrfDRpbeT https://t.co/q30WvnAqnD,0,2019-05-13 23:03:13
AlexSoul09,2019-05-13,15:02:50,RT @CCNMarkets: Breaking: Germany's No.2 Stock Exchange Enables Investors to Buy Litecoin, XRP https://t.co/IzBG20DeW9,0,2019-05-13 23:03:13
yoda,2019-05-13,15:02:49,RT @imatias: I don't own Uber stock rn nor am I too interested in it, but if you're going to post about their share price don't pretend thi...,0,2019-05-13 23:03:13
abby3088,2019-05-13,15:02:49,RT @JungkookTimes: l Korea's Economy Chosun, weekly economy mag, issued an article analyzing BTS' economic effect in three sub topics i.e....,0,2019-05-13 23:03:13
pelhambluefund,2019-05-13,07:54:35,RT @pelhambluefund: "" ~ Petaling Street Journal"Riveting" ~ Ulu Klang Times"A thrilling yarn" ~ The Busybody WeeklyNew Blog Post !...,0,2019-05-13 23:03:13
pelhambluefund,2019-05-12,13:30:27,"" ~ Petaling Street Journal"Riveting" ~ Ulu Klang Times"A thrilling yarn" ~ The Busybody WeeklyNew Blog Po... https://t.co/oGvFHXGAOb,8,2019-05-13 23:03:13
jane_ayob,2019-05-11,01:13:18,Stock Exchange = Bursa Saham ,0,2019-05-13 23:03:13
pelhambluefund,2019-05-09,12:36:48,RT @pelhambluefund: New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in about 5...,0,2019-05-13 23:03:13
EmfiSecurities,2019-05-09,06:10:05,Again, the US-China Fuss Shattered the Asian Stock Exchange - CNBC Indonesiahttps://t.co/Gj0o9I3L3Z,0,2019-05-13 23:03:13
EmfiSecurities,2019-05-08,14:55:06,Still Not True, Foreigners 4 Days Leave Indonesian Stock Exchange - CNBC Indonesiahttps://t.co/bZ3oElfeZ4,0,2019-05-13 23:03:13
pelhambluefund,2019-05-07,12:14:02,An properly planned exit where the losses are small can be as satisfying as a trade that made money. #saham #trade #bursa,1,2019-05-13 23:03:14
pelhambluefund,2019-05-07,12:13:11,RT @pelhambluefund: Managed to get out with manageable losses while the going was good. Now EKOVEST is down again.No.1 rule : don't play...,0,2019-05-13 23:03:14
surayaror,2019-05-07,04:06:34,RT @pelhambluefund: New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in about 5...,0,2019-05-13 23:03:14
pelhambluefund,2019-05-07,03:02:39,New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in abo... https://t.co/H7pYHHicjI,6,2019-05-13 23:03:14
pelhambluefund,2019-05-07,02:56:14,Managed to get out with manageable losses while the going was good. Now EKOVEST is down again.No.1 rule : don't p... https://t.co/Z8E2xynusC,6,2019-05-13 23:03:14
AHafzan,2019-05-14,12:04:53,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-14 20:53:44
keramzaid,2019-05-14,12:02:45,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-14 20:53:45
FahrizalHasan,2019-05-14,11:01:28,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-14 20:53:45
andrebalzac,2019-05-14,10:47:10,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-14 20:53:45
tn50gen,2019-05-14,07:20:29,RT @KassimShiddy: So easy to comment from some obscure remote area like Nilai abt the KLSE. Unless or if you've made substantial profits fr...,0,2019-05-14 20:53:45
FirdausRazmi,2019-05-14,07:11:39,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-14 20:53:45
ainasyqin,2019-05-14,05:18:36,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-14 20:53:45
NazzirHussain,2019-05-14,04:47:11,RT @KassimShiddy: So easy to comment from some obscure remote area like Nilai abt the KLSE. Unless or if you've made substantial profits fr...,0,2019-05-14 20:53:45
CindyLe42725392,2019-05-14,04:15:40,#KLSE #UPDATE : #IFCAMSC (CODE : 0023) ROCKSSS 0.43&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.445 OUR 1ST TGT  ACHIEVED, BOOK SUPERB PROFITTo Know more PM +601159690571,0,2019-05-14 20:53:45
GurneetKhanna,2019-05-14,04:15:36,#KLSE #UPDATE : #IFCAMSC (CODE : 0023) ROCKSSS 0.43&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0.445 OUR 1ST TGT  ACHIEVED, BOOK SUPERB PROFITTo Know more PM +601159690571,0,2019-05-14 20:53:45
natyrag,2019-05-14,03:20:11,SWOT Analaysis "New Malaysia" - 1 Year Review - Steve Hagger (Credit Suisse) https://t.co/Ld6p1AuA9U,1,2019-05-14 20:53:45
CindyLe42725392,2019-05-14,02:55:53,#live #counters #KLSE BUY #IFCAMSC (CODE : 0023) @ 0.430 TGT 0.44-0.465 SL 0.41To Know more PM +601159690571#malaysia #malaysian #stocks,0,2019-05-14 20:53:45
GurneetKhanna,2019-05-14,02:54:40,#live #counters #KLSE BUY #IFCAMSC (CODE : 0023) @ 0.430 TGT 0.44-0.465 SL 0.41To Know more PM +601159690571#malaysia #malaysian #stocks,0,2019-05-14 20:53:45
coolidiot2000,2019-05-14,12:53:26,RT @spectatorindex: Most respect for teachers, 20181. China2. Malaysia3. Taiwan4. Russia5. Indonesia6. S Korea7. Turkey8. India1...,0,2019-05-14 20:53:45
Eyda40382969,2019-05-14,12:53:20,Most respect for teachers, 20181. China2. Malaysia3. Taiwan4. Russia5. Indonesia6. S Korea7. Turkey8. Ind... https://t.co/OGPiJT1c2f,0,2019-05-14 20:53:45
kyustar0203,2019-05-14,12:53:19,RT @SparkyuINA: [iTUNES]Kyuhyun 'Time with you'#1 Thailand #1 Philippines #2 Singapore#3 Vietnam#4 Malaysia#5 Indonesia#21 Unite...,0,2019-05-14 20:53:46
yoongi4me,2019-05-14,12:53:15,RT @its_halle_: Giveaway @BTS_twt #btsx3 4R photo x1 clear photocard Rules : Malaysia only  MBFRT &amp; like Comment any BTS me...,0,2019-05-14 20:53:46
azwango,2019-05-14,12:53:09,RT @thewknd: There's a HUGE pop-punk uprising happening now in Malaysia, and what a time it is to be alive! Here's 10 bands at the forefron...,0,2019-05-14 20:53:46
USEKOfficial,2019-05-14,12:53:06,16TH TRADITIONAL FOOD FESTIVAL: A TRIBUTE TO UNIFIL TROOPS.The culinary cultures of Indonesia, Italy, Ghana, Malay... https://t.co/dgOpEvay5k,1,2019-05-14 20:53:46
delascrea,2019-05-14,12:52:57,RT @SparkyuINA: [iTUNES]Kyuhyun 'Time with you'#1 Thailand #2 Philippines#2 Singapore#3 Vietnam#4 Malaysia#5 Indonesia#21 United...,0,2019-05-14 20:53:46
mascatbob,2019-05-14,12:53:27,RT @stucam7771: Over a Trillion dollars wiped off stock markets already this week due to Trump and his Chinese tariffs.Oil price already...,0,2019-05-14 20:53:46
sgcamerastore,2019-05-14,12:53:23,Sgcamerastore will be giving out free cleaning kit at our store -Yes for this week only- 5 set available daily... https://t.co/n5hlaZevP4,0,2019-05-14 20:53:46
northwayfordlin,2019-05-14,12:53:21,In stock today, and hundreds of other vehicles. From muscle cars to pickup trucks and everything in between.It's B... https://t.co/UqfBHgJ8Q9,0,2019-05-14 20:53:46
NutleyGirl5,2019-05-14,12:53:20,RT @stucam7771: Over a Trillion dollars wiped off stock markets already this week due to Trump and his Chinese tariffs.Oil price already...,0,2019-05-14 20:53:46
katmandoo1000,2019-05-14,12:53:15,RT @stucam7771: Over a Trillion dollars wiped off stock markets already this week due to Trump and his Chinese tariffs.Oil price already...,0,2019-05-14 20:53:46
hmvBath,2019-05-14,12:53:15,Just had a delivery of more #popvinyl stock....all Buy One get (the cheapest) One Free  https://t.co/HK8kh4ziYz,0,2019-05-14 20:53:46
BlownawayToo,2019-05-14,12:53:13,RT @OMGno2trump: Hey #MAGA, Trump says's the US is making big money from his stupid tariffs.  But it would take at least 10 years of the fu...,0,2019-05-14 20:53:49
GerberKawasaki,2019-05-14,12:53:13,@damiendonnelly Of you're in. That's why the stock will go down. $uber,0,2019-05-14 20:53:50
DaRealTeeHorner,2019-05-14,12:53:13,RT @stucam7771: Over a Trillion dollars wiped off stock markets already this week due to Trump and his Chinese tariffs.Oil price already...,0,2019-05-14 20:53:51
MarcHochstein,2019-05-14,12:53:10,Is retail market waiting for an ETF? "We hear that quite a bit," says TD Ameritrade's Quirk. On another topic, note... https://t.co/jgVREBvVCa,0,2019-05-14 20:53:52
daviddoss83,2019-05-14,12:53:09,RT @MarketWatch: Why the 'flash crash' nine years ago this month matters today https://t.co/xVGRi7UJrT,0,2019-05-14 20:53:53
MiningBookGuy,2019-05-14,12:53:08,RT @TrevAHall: Today on MSD:@brixtonmetals plan for a 1000m drill hole. @PremierGoldMine high-grade intercepts from Mercedes. @ErdeneRes n...,0,2019-05-14 20:53:53
Market_Screener,2019-05-14,12:53:07,Masco : Milgard Fiberglass Windows Awarded Best in Western US #Masco #Stock #MarketScreener https://t.co/1FIhoUfqqD https://t.co/E8I0KHJYR3,0,2019-05-14 20:53:53
GennechoFinance,2019-05-14,12:53:05,RT @MarketWatch: Why the 'flash crash' nine years ago this month matters today https://t.co/xVGRi7UJrT,0,2019-05-14 20:53:53
ECashRegisters,2019-05-14,12:53:03,Having an effective #EPOS #retail system is an easy way to overcome inventory management problems and help you as a... https://t.co/M55XUeQy0I,0,2019-05-14 20:53:54
pelhambluefund,2019-05-14,09:49:10,9:22 am : KLCI down to 1,583pts. We made this rebound call.5:00 pm : Index rebounds by 16 points since 9:22am. (W... https://t.co/wLsUkiQ3LJ,0,2019-05-14 20:53:54
pelhambluefund,2019-05-14,05:31:46,RT @pelhambluefund: "" ~ Petaling Street Journal"Riveting" ~ Ulu Klang Times"A thrilling yarn" ~ The Busybody WeeklyNew Blog Post !...,0,2019-05-14 20:53:54
pelhambluefund,2019-05-14,03:15:29,We lacked guts today.Right stock, right conditions, didn't pull the trigger. (It's now up 5 sen since this morn... https://t.co/iWqRmjfW3V,4,2019-05-14 20:53:54
pelhambluefund,2019-05-12,13:30:27,"" ~ Petaling Street Journal"Riveting" ~ Ulu Klang Times"A thrilling yarn" ~ The Busybody WeeklyNew Blog Po... https://t.co/oGvFHXGAOb,9,2019-05-14 20:53:54
jane_ayob,2019-05-11,01:13:18,Stock Exchange = Bursa Saham ,0,2019-05-14 20:53:54
pelhambluefund,2019-05-09,12:36:48,RT @pelhambluefund: New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in about 5...,0,2019-05-14 20:53:54
EmfiSecurities,2019-05-09,06:10:05,Again, the US-China Fuss Shattered the Asian Stock Exchange - CNBC Indonesiahttps://t.co/Gj0o9I3L3Z,0,2019-05-14 20:53:54
EmfiSecurities,2019-05-08,14:55:06,Still Not True, Foreigners 4 Days Leave Indonesian Stock Exchange - CNBC Indonesiahttps://t.co/bZ3oElfeZ4,0,2019-05-14 20:53:54
pelhambluefund,2019-05-07,12:14:02,An properly planned exit where the losses are small can be as satisfying as a trade that made money. #saham #trade #bursa,1,2019-05-14 20:53:55
pelhambluefund,2019-05-07,12:13:11,RT @pelhambluefund: Managed to get out with manageable losses while the going was good. Now EKOVEST is down again.No.1 rule : don't play...,0,2019-05-14 20:53:55
surayaror,2019-05-07,04:06:34,RT @pelhambluefund: New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in about 5...,0,2019-05-14 20:53:55
pelhambluefund,2019-05-07,03:02:39,New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in abo... https://t.co/H7pYHHicjI,6,2019-05-14 20:53:55
pelhambluefund,2019-05-07,02:56:14,Managed to get out with manageable losses while the going was good. Now EKOVEST is down again.No.1 rule : don't p... https://t.co/Z8E2xynusC,6,2019-05-14 20:53:55
The_UglyOrgan,2019-05-15,01:52:53,RT @Iskandarbak: A 5 years low!Key market barometer, KLSE, hits a 5 years bottom at 1,572 before recovering to close off its low. Domestic...,0,2019-05-15 21:43:37
ShamugamV,2019-05-15,00:11:11,Bearish sentiment gains traction - Klse below 1600 / ringgit weakening.      Thank you PH .,0,2019-05-15 21:43:38
jasonleong,2019-05-14,22:59:09,RT @Iskandarbak: A 5 years low!Key market barometer, KLSE, hits a 5 years bottom at 1,572 before recovering to close off its low. Domestic...,0,2019-05-15 21:43:38
Iskandarbak,2019-05-14,22:11:38,A 5 years low!Key market barometer, KLSE, hits a 5 years bottom at 1,572 before recovering to close off its low. D... https://t.co/4MIZ0eQLWN,16,2019-05-15 21:43:38
simonwhthong,2019-05-14,15:54:15,All the bad news here about Malaysian bonds, share market, reserves and Ringgit are from Najib's time. Lousy analys... https://t.co/ki6N6MesTg,0,2019-05-15 21:43:38
AHafzan,2019-05-14,12:04:53,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-15 21:43:38
keramzaid,2019-05-14,12:02:45,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-15 21:43:38
FahrizalHasan,2019-05-14,11:01:28,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-15 21:43:38
andrebalzac,2019-05-14,10:47:10,RT @Iskandarbak: KLSE breached the psychological barrier of 1,600 to hit a new low at 1,598 today. Msia can easily reverse this by simply d...,0,2019-05-15 21:43:39
tn50gen,2019-05-14,07:20:29,RT @KassimShiddy: So easy to comment from some obscure remote area like Nilai abt the KLSE. Unless or if you've made substantial profits fr...,0,2019-05-15 21:43:39
ashrafqml,2019-05-15,13:43:20,RT @ariff_hzq: Assalamualaikum and hey everyone!My name is Ariff Haziq bin Ahmad Fahidin, the Malaysian representative for Intel ISEF ;The...,0,2019-05-15 21:43:39
XRteam09,2019-05-15,13:43:18,Come and see BD-bbysal's LIVE in #BIGOLIVE: battle country malaysia vs indo  https://t.co/tX53WYe3VM https://t.co/UEyHiMk1nc,0,2019-05-15 21:43:39
lgtcaptial,2019-05-15,13:43:17,Credit Swiss says Malaysia still taking stock of inherited 'bad hand' - The Independent,0,2019-05-15 21:43:40
desborreguizado,2019-05-15,13:43:07,RT @spectatorindex: Best countries to travel alone1. Spain2. Italy3. NZ5. Australia7. Brazil8. Ireland12. Canada13. Mexico17. Fr...,0,2019-05-15 21:43:40
amalamo,2019-05-15,13:43:04,Her Excellency Wan Azizah Wan Ismail from Malaysia during the Women in DRR Leadership session at United Nations Off... https://t.co/MB8esHJs0w,0,2019-05-15 21:43:40
XRteam10,2019-05-15,13:42:59,Come and see BD-bbysal's LIVE in #BIGOLIVE: battle country malaysia vs indo  https://t.co/EakTk5tJks https://t.co/9Kg7JcaPej,0,2019-05-15 21:43:40
iam_vinuvinoth,2019-05-15,13:42:58,RT @Premgiamaren: Proud To Announce &amp; Launch The New Thala Club Logo In Malaysia. All The Best To @citizen_ajithfc #MCTAFC For Their Future...,0,2019-05-15 21:43:40
andrewteowww,2019-05-15,13:42:49,RT @MothershipSG: Teenage girl in M'sia committed suicide after 69% of people on Instagram poll voted for her to die https://t.co/3szf74Oi7...,0,2019-05-15 21:43:40
DividendFlows,2019-05-15,13:43:22,Why the stock market's wild 2010 "Flash Crash"  matters now: https://t.co/5vktswqsga #Stocks #StockMarket #Trading... https://t.co/rE54osZWFV,0,2019-05-15 21:43:40
gutterpirate,2019-05-15,13:43:21,all these corporate training and marketing videos have stock trap beats in them now, can't we just bring back midi piano and wind chimes,0,2019-05-15 21:43:40
Ramble4purpose,2019-05-15,13:43:21,RT @StockFXz: RT i_like_bb_stock: $CMGO once 008 breaks its into the gap a very good thing I think its gonna happen,0,2019-05-15 21:43:41
Market_Screener,2019-05-15,13:43:20,William Hill : Directorate Change #WilliamHill #Stock #MarketScreener https://t.co/ArMUDaUuTs https://t.co/RbrPYincRT,0,2019-05-15 21:43:41
GsmJobayar,2019-05-15,13:43:20,Vivo Clone X20 Plus Firmware Flash File MT6580 6.0 Tested Stock Rom https://t.co/dxz2SfP0rp https://t.co/eaaGKxyGMM... https://t.co/W7Ipk7ZG29,0,2019-05-15 21:43:41
Market_Screener,2019-05-15,13:43:17,Lonmin : Form 8.5 (EPT/RI) Lonmin plc #Lonmin #Stock #MarketScreener https://t.co/6m8oHZCpZi https://t.co/d6PSBWO8Sn,0,2019-05-15 21:43:41
lgtcaptial,2019-05-15,13:43:17,Credit Swiss says Malaysia still taking stock of inherited 'bad hand' - The Independent,0,2019-05-15 21:43:41
ReasonMazvaram2,2019-05-15,13:43:14,RT @Wamagaisa: 1. Mukanya @fortunechasi has shown himself to be a level-headed and engaging performer. But by all accounts he has been hand...,0,2019-05-15 21:43:41
ictussunshine,2019-05-15,13:43:14,Trump's kids names:Don Jr. was an ego kick to his dad.Ivanka literally means "little Ivana." (More ego.)Tiffany... https://t.co/y7TdknoACr,0,2019-05-15 21:43:41
Ramble4purpose,2019-05-15,13:43:14,RT @BabySealStocks: i_like_bb_stock: $CMGO once 008 breaks its into the gap https://t.co/8QhGqhmBcl,0,2019-05-15 21:43:41
Ramble4purpose,2019-05-15,13:43:12,RT @BabySealStocks: i_like_bb_stock: $CMGO once 008 breaks its into the gap https://t.co/ZZLMfJX6ji,0,2019-05-15 21:43:41
13thocean,2019-05-15,13:43:12,thEYRE ALL OUT OF STOCK IM TRYING TO BUY EXID'S ENTIRE DISCOGRAPHY https://t.co/WgOzDwp38l,0,2019-05-15 21:43:41
watsenaam,2019-05-15,13:43:07,RT @qikipedia: Over the last 12 months an investment portfolio selected by throwing darts at stock tables outperformed a portfolio of stock...,0,2019-05-15 21:43:42
iamtito_,2019-05-15,13:43:07,$M - Macy's Same-Store Sales Rise, Affirms Full-Year Outlook--Update https://t.co/I75jjjH9Qs,0,2019-05-15 21:43:42
Allstocknews,2019-05-15,13:43:03,$OXGN Mateon Reports First Quarter 2019 Financial ResultsFrom our Stock News Alerts App,0,2019-05-15 21:43:42
pelhambluefund,2019-05-15,07:27:38,Glovemakers (Top Glove, Supermax) are worth a re-look:1) Trade war diversion to Malaysia manufacturers (China-mad... https://t.co/Oc5eE1QS4v,2,2019-05-15 21:43:42
pelhambluefund,2019-05-15,05:52:34,Yes, we do have a position in Hang Seng call warrants. Didn't you notice what we said about the market rebound bein... https://t.co/TFC3ginxid,5,2019-05-15 21:43:42
pelhambluefund,2019-05-15,02:50:21,RT @pelhambluefund: "" ~ Petaling Street Journal"Riveting" ~ Ulu Klang Times"A thrilling yarn" ~ The Busybody WeeklyNew Blog Post !...,0,2019-05-15 21:43:42
pelhambluefund,2019-05-15,01:38:23,Update : KLCI up 10 points today.#trade #saham #bursa,1,2019-05-15 21:43:42
pelhambluefund,2019-05-14,09:49:10,9:22 am : KLCI down to 1,583pts. We made this rebound call.5:00 pm : Index rebounds by 16 points since 9:22am. (W... https://t.co/wLsUkiQ3LJ,1,2019-05-15 21:43:42
pelhambluefund,2019-05-14,03:15:29,We lacked guts today.Right stock, right conditions, didn't pull the trigger. (It's now up 5 sen since this morn... https://t.co/iWqRmjfW3V,4,2019-05-15 21:43:42
pelhambluefund,2019-05-12,13:30:27,"" ~ Petaling Street Journal"Riveting" ~ Ulu Klang Times"A thrilling yarn" ~ The Busybody WeeklyNew Blog Po... https://t.co/oGvFHXGAOb,9,2019-05-15 21:43:42
jane_ayob,2019-05-11,01:13:18,Stock Exchange = Bursa Saham ,1,2019-05-15 21:43:42
pelhambluefund,2019-05-09,12:36:48,RT @pelhambluefund: New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in about 5...,0,2019-05-15 21:43:42
EmfiSecurities,2019-05-09,06:10:05,Again, the US-China Fuss Shattered the Asian Stock Exchange - CNBC Indonesiahttps://t.co/Gj0o9I3L3Z,0,2019-05-15 21:43:42
EmfiSecurities,2019-05-08,14:55:06,Still Not True, Foreigners 4 Days Leave Indonesian Stock Exchange - CNBC Indonesiahttps://t.co/bZ3oElfeZ4,0,2019-05-15 21:43:43
pelhambluefund,2019-05-07,12:14:02,An properly planned exit where the losses are small can be as satisfying as a trade that made money. #saham #trade #bursa,1,2019-05-15 21:43:43
pelhambluefund,2019-05-07,12:13:11,RT @pelhambluefund: Managed to get out with manageable losses while the going was good. Now EKOVEST is down again.No.1 rule : don't play...,0,2019-05-15 21:43:43
surayaror,2019-05-07,04:06:34,RT @pelhambluefund: New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in about 5...,0,2019-05-15 21:43:43
pelhambluefund,2019-05-07,03:02:39,New Blog Post!How we traded DWL Resources (most volatile stock ever) without blowing up. RM3,000 profits in abo... https://t.co/H7pYHHicjI,6,2019-05-15 21:43:43
